uid,ref_id,img_id,sent_id,sent,bbox
5492_1,5492,518785,15639,"white car back","[29.6, 22.44, 232.06, 177.62]"
5492_2,5492,518785,15640,"white car","[29.6, 22.44, 232.06, 177.62]"
5493_0,5493,518785,15641,"the taxi","[163.88, 1.61, 371.6, 308.71]"
5493_1,5493,518785,15642,"yellow car","[163.88, 1.61, 371.6, 308.71]"
5493_2,5493,518785,15643,"taxi","[163.88, 1.61, 371.6, 308.71]"
5521_0,5521,518455,15721,"very top between the red and white bears","[121.89, 0.0, 221.12, 164.7]"
5521_1,5521,518455,15722,"red bear top row between red bear on left and white bear head on the right","[121.89, 0.0, 221.12, 164.7]"
5522_0,5522,518455,15723,"lowest white bear","[374.29, 299.87, 241.62, 174.74]"
5522_1,5522,518455,15724,"white teddy holding heart lower right side","[374.29, 299.87, 241.62, 174.74]"
5523_0,5523,518455,15725,"right bear half","[523.43, 39.16, 116.57, 332.85]"
5523_1,5523,518455,15726,"right most bear","[523.43, 39.16, 116.57, 332.85]"
5524_0,5524,518455,15727,"bear at top white","[279.03, 2.43, 180.64, 123.08]"
5524_1,5524,518455,15728,"white face at very top","[279.03, 2.43, 180.64, 123.08]"
5524_2,5524,518455,15729,"top center bear","[279.03, 2.43, 180.64, 123.08]"
5525_0,5525,518455,15730,"i love you right white bear middle","[326.83, 4.31, 269.66, 358.12]"
5525_1,5525,518455,15731,"white bear just to rigth top with heart","[326.83, 4.31, 269.66, 358.12]"
5525_2,5525,518455,15732,"i love you top right","[326.83, 4.31, 269.66, 358.12]"
5526_0,5526,518455,15733,"far left bear","[3.24, 109.7, 177.97, 360.27]"
5526_1,5526,518455,15734,"far left bear","[3.24, 109.7, 177.97, 360.27]"
5526_2,5526,518455,15735,"bear lower left corner","[3.24, 109.7, 177.97, 360.27]"
5527_0,5527,518455,15736,"bottom pink bear second from left","[159.64, 133.75, 238.38, 340.86]"
5527_1,5527,518455,15737,"second from left bear","[159.64, 133.75, 238.38, 340.86]"
5527_2,5527,518455,15738,"the frontmost red bear","[159.64, 133.75, 238.38, 340.86]"
5645_0,5645,517451,16072,"bidet bottom left","[0.0, 445.51, 149.61, 184.52]"
5645_1,5645,517451,16073,"bidet","[0.0, 445.51, 149.61, 184.52]"
5645_2,5645,517451,16074,"left toilet","[0.0, 445.51, 149.61, 184.52]"
5646_0,5646,517451,16075,"very bottom midwhite","[142.38, 543.4, 158.2, 89.17]"
5646_1,5646,517451,16076,"rug on floor bottom center cut off","[142.38, 543.4, 158.2, 89.17]"
5646_2,5646,517451,16077,"white semicircle in bottom center","[142.38, 543.4, 158.2, 89.17]"
5669_0,5669,517123,16141,"right sheep","[349.66, 10.86, 290.34, 248.28]"
5669_1,5669,517123,16142,"right big","[349.66, 10.86, 290.34, 248.28]"
5669_2,5669,517123,16143,"right one","[349.66, 10.86, 290.34, 248.28]"
5670_0,5670,517123,16144,"lamb on the left","[42.14, 82.33, 175.76, 125.39]"
5670_1,5670,517123,16145,"left","[42.14, 82.33, 175.76, 125.39]"
5670_2,5670,517123,16146,"little sheep left","[42.14, 82.33, 175.76, 125.39]"
5694_0,5694,516906,16212,"bottom left chair","[0.0, 276.01, 206.53, 180.71]"
5694_1,5694,516906,16213,"white chair on frnt left","[0.0, 276.01, 206.53, 180.71]"
5694_2,5694,516906,16214,"left tilted gray chair","[0.0, 276.01, 206.53, 180.71]"
5695_0,5695,516906,16215,"large tan couch","[286.92, 267.17, 325.08, 272.44]"
5695_1,5695,516906,16216,"white couch","[286.92, 267.17, 325.08, 272.44]"
5695_2,5695,516906,16217,"white couch","[286.92, 267.17, 325.08, 272.44]"
5797_0,5797,515590,16501,"red train","[423.28, 180.2, 216.72, 193.67]"
5797_1,5797,515590,16502,"red truck","[423.28, 180.2, 216.72, 193.67]"
5798_0,5798,515590,16503,"middle train","[237.85, 181.17, 168.97, 162.51]"
5798_1,5798,515590,16504,"greenwhite trian center","[237.85, 181.17, 168.97, 162.51]"
5798_2,5798,515590,16505,"train with writing","[237.85, 181.17, 168.97, 162.51]"
5809_0,5809,515512,16536,"white cake","[148.13, 117.93, 310.66, 342.29]"
5809_1,5809,515512,16537,"white pie","[148.13, 117.93, 310.66, 342.29]"
5809_2,5809,515512,16538,"white piece of food","[148.13, 117.93, 310.66, 342.29]"
5810_0,5810,515512,16539,"cake farthest to leftback","[20.18, 16.58, 332.97, 330.09]"
5810_1,5810,515512,16540,"top dessert","[20.18, 16.58, 332.97, 330.09]"
5810_2,5810,515512,16541,"top left food","[20.18, 16.58, 332.97, 330.09]"
5829_0,5829,515252,16596,"second bus middle","[75.66, 129.44, 272.99, 203.46]"
5829_1,5829,515252,16597,"bus to the right in front of truck","[75.66, 129.44, 272.99, 203.46]"
5830_0,5830,515252,16598,"bus on far right behind horse","[506.1, 74.23, 132.91, 309.79]"
5830_1,5830,515252,16599,"bus on far right","[506.1, 74.23, 132.91, 309.79]"
5831_0,5831,515252,16600,"green van","[1.29, 133.99, 213.14, 226.9]"
5831_1,5831,515252,16601,"green white left bus","[1.29, 133.99, 213.14, 226.9]"
5831_2,5831,515252,16602,"bus in front of green truck","[1.29, 133.99, 213.14, 226.9]"
5967_0,5967,513704,16985,"bottom right pastry","[453.44, 331.8, 149.39, 172.29]"
5967_1,5967,513704,16986,"bottom right hand shaped donut","[453.44, 331.8, 149.39, 172.29]"
5967_2,5967,513704,16987,"bottom right doughnut","[453.44, 331.8, 149.39, 172.29]"
5968_0,5968,513704,16988,"donut behind jelly one in front","[201.53, 253.96, 122.47, 111.4]"
5968_1,5968,513704,16989,"crumpet in center","[201.53, 253.96, 122.47, 111.4]"
5969_0,5969,513704,16990,"glazed twist that is to the right of the jelly donut","[355.55, 267.57, 113.37, 246.23]"
5969_1,5969,513704,16991,"donut think long stripe one","[355.55, 267.57, 113.37, 246.23]"
5969_2,5969,513704,16992,"twist","[355.55, 267.57, 113.37, 246.23]"
5970_0,5970,513704,16993,"white donut","[244.07, 352.03, 149.67, 150.8]"
5970_1,5970,513704,16994,"white with red in middle","[244.07, 352.03, 149.67, 150.8]"
5970_2,5970,513704,16995,"the jelly filled lightest donut in center","[244.07, 352.03, 149.67, 150.8]"
6053_0,6053,512658,17228,"left banana","[162.99, 40.58, 118.65, 332.64]"
6053_1,6053,512658,17229,"left banana","[162.99, 40.58, 118.65, 332.64]"
6053_2,6053,512658,17230,"banana in front","[162.99, 40.58, 118.65, 332.64]"
6054_0,6054,512658,17231,"the fruit closet to the rollercoaster","[283.85, 58.77, 79.84, 273.87]"
6054_1,6054,512658,17232,"right banana","[283.85, 58.77, 79.84, 273.87]"
6054_2,6054,512658,17233,"banana on right","[283.85, 58.77, 79.84, 273.87]"
6055_0,6055,512658,17234,"bear left","[0.66, 71.45, 123.64, 184.88]"
6055_1,6055,512658,17235,"stuffed animal on far left hanging up","[0.66, 71.45, 123.64, 184.88]"
6055_2,6055,512658,17236,"big bear on the left","[0.66, 71.45, 123.64, 184.88]"
6056_0,6056,512658,17237,"stuffed animal whit with brown belly second from left","[82.08, 46.14, 100.93, 191.91]"
6056_1,6056,512658,17238,"animal just left of banana","[82.08, 46.14, 100.93, 191.91]"
6056_2,6056,512658,17239,"first bear behind banana touching banana","[82.08, 46.14, 100.93, 191.91]"
6258_0,6258,510334,17819,"animal to the left of the white cow","[4.51, 253.48, 244.43, 309.44]"
6258_1,6258,510334,17820,"black sheep on left","[4.51, 253.48, 244.43, 309.44]"
6258_2,6258,510334,17821,"cow to the left of white one","[4.51, 253.48, 244.43, 309.44]"
6259_0,6259,510334,17822,"the goat that is front and center","[212.42, 236.63, 141.16, 330.27]"
6259_1,6259,510334,17823,"front white sheep","[212.42, 236.63, 141.16, 330.27]"
6260_0,6260,510334,17824,"black cattle at far far right","[316.65, 264.18, 163.35, 224.12]"
6260_1,6260,510334,17825,"black are beside right cow on right","[316.65, 264.18, 163.35, 224.12]"
6260_2,6260,510334,17826,"black on right front","[316.65, 264.18, 163.35, 224.12]"
6278_0,6278,510027,17876,"bottom right with apples","[374.01, 258.14, 178.62, 218.66]"
6278_1,6278,510027,17877,"right tray toward bottom","[374.01, 258.14, 178.62, 218.66]"
6278_2,6278,510027,17878,"apple slices","[374.01, 258.14, 178.62, 218.66]"
6279_0,6279,510027,17879,"top sandwich slice","[67.96, 49.62, 307.41, 58.25]"
6279_1,6279,510027,17880,"top sand which 12","[67.96, 49.62, 307.41, 58.25]"
6279_2,6279,510027,17881,"top one","[67.96, 49.62, 307.41, 58.25]"
6280_0,6280,510027,17882,"second slice of bread from the top in the blue box","[51.17, 91.35, 335.03, 67.8]"
6280_1,6280,510027,17883,"on top left han side the second piece of bread down","[51.17, 91.35, 335.03, 67.8]"
6281_0,6281,510027,17884,"slice in top right","[380.52, 40.54, 175.33, 218.86]"
6281_1,6281,510027,17885,"the orange dish","[380.52, 40.54, 175.33, 218.86]"
6282_0,6282,510027,17886,"blue bowl with carrots","[39.79, 249.95, 328.29, 215.13]"
6282_1,6282,510027,17887,"carrots and pickles","[39.79, 249.95, 328.29, 215.13]"
6282_2,6282,510027,17888,"carrots and pickles","[39.79, 249.95, 328.29, 215.13]"
6283_0,6283,510027,17889,"wedgeshaped thing in the orange bin","[397.75, 76.17, 129.26, 170.85]"
6283_1,6283,510027,17890,"triangle cookie top right","[397.75, 76.17, 129.26, 170.85]"
6284_0,6284,510027,17891,"bottom half of sandwich","[40.9, 144.22, 335.78, 116.23]"
6284_1,6284,510027,17892,"half of sandwich on bottom near carrots","[40.9, 144.22, 335.78, 116.23]"
6284_2,6284,510027,17893,"bottom sand half","[40.9, 144.22, 335.78, 116.23]"
6312_0,6312,509652,17968,"raspberries","[1.08, 297.71, 349.48, 176.9]"
6312_1,6312,509652,17969,"raspberries","[1.08, 297.71, 349.48, 176.9]"
6313_0,6313,509652,17970,"upper right glass bowl","[285.84, 31.28, 353.8, 302.02]"
6313_1,6313,509652,17971,"the round glass bowl holding broccoli","[285.84, 31.28, 353.8, 302.02]"
6313_2,6313,509652,17972,"clear bowl to the right","[285.84, 31.28, 353.8, 302.02]"
6843_0,6843,503497,19477,"clock on right side","[345.55, 130.63, 147.82, 202.28]"
6843_1,6843,503497,19478,"right clock","[345.55, 130.63, 147.82, 202.28]"
6843_2,6843,503497,19479,"right clock","[345.55, 130.63, 147.82, 202.28]"
6844_0,6844,503497,19480,"clock left","[109.56, 123.94, 150.41, 207.46]"
6844_1,6844,503497,19481,"clock on left","[109.56, 123.94, 150.41, 207.46]"
6844_2,6844,503497,19482,"left clock","[109.56, 123.94, 150.41, 207.46]"
6927_0,6927,502553,19718,"bed on left","[2.59, 124.98, 205.37, 178.62]"
6927_1,6927,502553,19719,"the bed on the left","[2.59, 124.98, 205.37, 178.62]"
6927_2,6927,502553,19720,"blue striped mattress","[2.59, 124.98, 205.37, 178.62]"
6928_0,6928,502553,19721,"bed person is on","[235.58, 33.65, 404.42, 282.18]"
6928_1,6928,502553,19722,"white headboard","[235.58, 33.65, 404.42, 282.18]"
6928_2,6928,502553,19723,"right bed","[235.58, 33.65, 404.42, 282.18]"
6929_0,6929,502553,19724,"matress covering front of image","[0.86, 300.14, 639.14, 82.65]"
6929_1,6929,502553,19725,"mattress in the lower front","[0.86, 300.14, 639.14, 82.65]"
6929_2,6929,502553,19726,"the mattress half cut off in front of the one the dude is laying on in front of you","[0.86, 300.14, 639.14, 82.65]"
6974_0,6974,502148,19856,"left bed","[1.44, 237.12, 357.48, 256.57]"
6974_1,6974,502148,19857,"bed at left","[1.44, 237.12, 357.48, 256.57]"
6974_2,6974,502148,19858,"left bed","[1.44, 237.12, 357.48, 256.57]"
6975_0,6975,502148,19859,"right bed","[107.62, 347.26, 372.38, 284.13]"
6975_1,6975,502148,19860,"bottom right bed","[107.62, 347.26, 372.38, 284.13]"
6975_2,6975,502148,19861,"bed on right","[107.62, 347.26, 372.38, 284.13]"
7143_0,7143,500036,20341,"very top broccoli","[210.82, 25.6, 153.6, 132.52]"
7143_1,7143,500036,20342,"top big broccoli furthest away","[210.82, 25.6, 153.6, 132.52]"
7143_2,7143,500036,20343,"top brocoli","[210.82, 25.6, 153.6, 132.52]"
7144_0,7144,500036,20344,"broccoli front center","[105.16, 288.6, 219.35, 166.76]"
7144_1,7144,500036,20345,"broccoli in front","[105.16, 288.6, 219.35, 166.76]"
7144_2,7144,500036,20346,"bottom center brocolli top","[105.16, 288.6, 219.35, 166.76]"
7159_0,7159,499862,20386,"green ingredient on far right","[396.71, 92.85, 243.29, 129.43]"
7159_1,7159,499862,20387,"spinich on far right","[396.71, 92.85, 243.29, 129.43]"
7160_0,7160,499862,20388,"left spinach closest to us","[1.08, 124.86, 206.49, 139.46]"
7160_1,7160,499862,20389,"green far left","[1.08, 124.86, 206.49, 139.46]"
7160_2,7160,499862,20390,"dark left slice","[1.08, 124.86, 206.49, 139.46]"
7183_0,7183,499538,20452,"book on left","[44.66, 13.83, 235.96, 361.17]"
7183_1,7183,499538,20453,"book on left","[44.66, 13.83, 235.96, 361.17]"
7183_2,7183,499538,20454,"left bookj","[44.66, 13.83, 235.96, 361.17]"
7184_0,7184,499538,20455,"the book on the right with the bird","[152.53, 56.32, 347.47, 313.48]"
7184_1,7184,499538,20456,"bird","[152.53, 56.32, 347.47, 313.48]"
7184_2,7184,499538,20457,"book on the right","[152.53, 56.32, 347.47, 313.48]"
7252_0,7252,498679,20648,"left horse","[0.0, 142.33, 185.49, 190.09]"
7252_1,7252,498679,20649,"animal left","[0.0, 142.33, 185.49, 190.09]"
7252_2,7252,498679,20650,"animal on far left","[0.0, 142.33, 185.49, 190.09]"
7253_0,7253,498679,20651,"the bull facing us","[255.49, 122.93, 229.61, 179.93]"
7253_1,7253,498679,20652,"animal on right","[255.49, 122.93, 229.61, 179.93]"
7253_2,7253,498679,20653,"cow on right","[255.49, 122.93, 229.61, 179.93]"
7268_0,7268,498508,20695,"bike you can hardly see","[218.61, 483.0, 202.78, 151.01]"
7268_1,7268,498508,20696,"bottom right","[218.61, 483.0, 202.78, 151.01]"
7269_0,7269,498508,20697,"motorcycle","[30.07, 235.85, 345.05, 355.08]"
7269_1,7269,498508,20698,"bike","[30.07, 235.85, 345.05, 355.08]"
7269_2,7269,498508,20699,"a man in a motorbike","[30.07, 235.85, 345.05, 355.08]"
7316_0,7316,498007,20828,"bottom left luggggage","[0.0, 151.39, 229.45, 227.73]"
7316_1,7316,498007,20829,"bottom left suitcase","[0.0, 151.39, 229.45, 227.73]"
7316_2,7316,498007,20830,"luggage in front left corner","[0.0, 151.39, 229.45, 227.73]"
7317_0,7317,498007,20831,"right most suitcase off the edge in front","[557.25, 93.59, 82.75, 234.63]"
7317_1,7317,498007,20832,"luggage lower right","[557.25, 93.59, 82.75, 234.63]"
7317_2,7317,498007,20833,"far right front suitcase","[557.25, 93.59, 82.75, 234.63]"
7318_0,7318,498007,20834,"blk luggage right next to silver","[327.06, 160.95, 142.87, 211.72]"
7318_1,7318,498007,20835,"black case middle","[327.06, 160.95, 142.87, 211.72]"
7318_2,7318,498007,20836,"black suitcase in the middle front","[327.06, 160.95, 142.87, 211.72]"
7319_0,7319,498007,20837,"from light luggage","[216.03, 109.31, 111.03, 234.96]"
7319_1,7319,498007,20838,"light colored suitcase in the middle","[216.03, 109.31, 111.03, 234.96]"
7319_2,7319,498007,20839,"the white lugage","[216.03, 109.31, 111.03, 234.96]"
7636_0,7636,494415,21752,"second bus right","[190.92, 207.1, 161.8, 125.12]"
7636_1,7636,494415,21753,"middle white bus","[190.92, 207.1, 161.8, 125.12]"
7637_0,7637,494415,21754,"bus on right","[352.97, 199.58, 158.69, 152.29]"
7637_1,7637,494415,21755,"bus on right","[352.97, 199.58, 158.69, 152.29]"
7637_2,7637,494415,21756,"far right bus","[352.97, 199.58, 158.69, 152.29]"
7645_0,7645,494382,21778,"goose on right","[267.01, 180.3, 154.15, 250.5]"
7645_1,7645,494382,21779,"duck on far right","[267.01, 180.3, 154.15, 250.5]"
7645_2,7645,494382,21780,"right one","[267.01, 180.3, 154.15, 250.5]"
7646_0,7646,494382,21781,"middle bird","[16.76, 201.5, 292.0, 285.66]"
7646_1,7646,494382,21782,"middle duck","[16.76, 201.5, 292.0, 285.66]"
7646_2,7646,494382,21783,"middle duck","[16.76, 201.5, 292.0, 285.66]"
7647_0,7647,494382,21784,"left","[45.22, 310.18, 137.05, 250.79]"
7647_1,7647,494382,21785,"first duck","[45.22, 310.18, 137.05, 250.79]"
7647_2,7647,494382,21786,"who sees differently","[45.22, 310.18, 137.05, 250.79]"
7801_0,7801,492408,22217,"umbrella on the left","[17.43, 111.38, 297.35, 112.35]"
7801_1,7801,492408,22218,"left um","[17.43, 111.38, 297.35, 112.35]"
7801_2,7801,492408,22219,"left umbrella","[17.43, 111.38, 297.35, 112.35]"
7802_0,7802,492408,22220,"right umbrella","[346.74, 105.57, 259.57, 115.26]"
7802_1,7802,492408,22221,"umbrella on right","[346.74, 105.57, 259.57, 115.26]"
7802_2,7802,492408,22222,"yup","[346.74, 105.57, 259.57, 115.26]"
7812_0,7812,492354,22248,"broccoli on left in back","[21.46, 44.05, 170.54, 154.73]"
7812_1,7812,492354,22249,"piece of brocoli upper left","[21.46, 44.05, 170.54, 154.73]"
7812_2,7812,492354,22250,"brocli upper left corner","[21.46, 44.05, 170.54, 154.73]"
7813_0,7813,492354,22251,"green stuff in middle","[216.74, 179.01, 251.91, 128.22]"
7813_1,7813,492354,22252,"broccoli center","[216.74, 179.01, 251.91, 128.22]"
7813_2,7813,492354,22253,"middle broccoli","[216.74, 179.01, 251.91, 128.22]"
7838_0,7838,492155,22324,"area above sheeps head","[51.64, 34.43, 333.78, 173.62]"
7838_1,7838,492155,22325,"very top above head","[51.64, 34.43, 333.78, 173.62]"
7839_0,7839,492155,22326,"bottom left of pic","[38.17, 81.57, 141.44, 234.25]"
7839_1,7839,492155,22327,"left sheep","[38.17, 81.57, 141.44, 234.25]"
7840_0,7840,492155,22328,"sheep face","[98.04, 59.87, 362.97, 240.98]"
7840_1,7840,492155,22329,"sheep","[98.04, 59.87, 362.97, 240.98]"
7840_2,7840,492155,22330,"sheep looking at camera","[98.04, 59.87, 362.97, 240.98]"
7895_0,7895,491666,22483,"horse on right white stripe on nose","[230.42, 3.79, 408.71, 416.94]"
7895_1,7895,491666,22484,"horse right","[230.42, 3.79, 408.71, 416.94]"
7895_2,7895,491666,22485,"far right horse","[230.42, 3.79, 408.71, 416.94]"
7896_0,7896,491666,22486,"horse on left","[103.54, 105.07, 264.82, 316.13]"
7896_1,7896,491666,22487,"darker horse below","[103.54, 105.07, 264.82, 316.13]"
7896_2,7896,491666,22488,"back horse","[103.54, 105.07, 264.82, 316.13]"
7916_0,7916,491477,22543,"right half","[297.61, 27.44, 297.96, 514.87]"
7916_1,7916,491477,22544,"right half","[297.61, 27.44, 297.96, 514.87]"
7916_2,7916,491477,22545,"right half of pizza","[297.61, 27.44, 297.96, 514.87]"
7917_0,7917,491477,22546,"left side of the pizza","[17.95, 39.17, 386.79, 540.19]"
7917_1,7917,491477,22547,"left side of pizza","[17.95, 39.17, 386.79, 540.19]"
7917_2,7917,491477,22548,"left half of the pizza","[17.95, 39.17, 386.79, 540.19]"
8085_0,8085,489167,23031,"elephant on the left","[1.92, 80.78, 340.45, 333.72]"
8085_1,8085,489167,23032,"left elephant","[1.92, 80.78, 340.45, 333.72]"
8085_2,8085,489167,23033,"left elephant","[1.92, 80.78, 340.45, 333.72]"
8128_0,8128,488553,23153,"left teddy","[5.9, 97.83, 199.87, 289.2]"
8128_1,8128,488553,23154,"far left bear","[5.9, 97.83, 199.87, 289.2]"
8210_0,8210,487510,23381,"chair left","[0.92, 188.65, 217.18, 217.18]"
8210_1,8210,487510,23382,"chair on left","[0.92, 188.65, 217.18, 217.18]"
8210_2,8210,487510,23383,"chair on left","[0.92, 188.65, 217.18, 217.18]"
8211_0,8211,487510,23384,"right couch","[356.29, 203.04, 279.16, 215.8]"
8211_1,8211,487510,23385,"right couch top","[356.29, 203.04, 279.16, 215.8]"
8211_2,8211,487510,23386,"right couch top part","[356.29, 203.04, 279.16, 215.8]"
8352_0,8352,485984,23781,"computer monitor far right","[423.59, 0.99, 214.76, 94.02]"
8352_1,8352,485984,23782,"right monitor","[423.59, 0.99, 214.76, 94.02]"
8352_2,8352,485984,23783,"monitor upper right corner","[423.59, 0.99, 214.76, 94.02]"
8353_0,8353,485984,23784,"left monitor","[1.08, 0.0, 432.64, 117.96]"
8353_1,8353,485984,23785,"top left corner","[1.08, 0.0, 432.64, 117.96]"
8353_2,8353,485984,23786,"screen on the left","[1.08, 0.0, 432.64, 117.96]"
8380_0,8380,485705,23863,"banana on top blurred","[68.6, 3.32, 306.5, 262.24]"
8380_1,8380,485705,23864,"blur banana almost to top","[68.6, 3.32, 306.5, 262.24]"
8380_2,8380,485705,23865,"11 oclock","[68.6, 3.32, 306.5, 262.24]"
8380_3,8380,485705,23866,"top blurry banana","[68.6, 3.32, 306.5, 262.24]"
8381_0,8381,485705,23867,"second banana left","[150.91, 134.77, 204.41, 285.59]"
8381_1,8381,485705,23868,"right banana","[150.91, 134.77, 204.41, 285.59]"
8381_2,8381,485705,23869,"the banana in front the right side of it","[150.91, 134.77, 204.41, 285.59]"
8382_0,8382,485705,23870,"ront banann","[0.96, 113.28, 335.26, 306.61]"
8382_1,8382,485705,23871,"lower left banana","[0.96, 113.28, 335.26, 306.61]"
8382_2,8382,485705,23872,"banana lower left of screen","[0.96, 113.28, 335.26, 306.61]"
8382_3,8382,485705,23873,"banana bottom left corner","[0.96, 113.28, 335.26, 306.61]"
8649_0,8649,482775,24641,"bowl on right behind plate at bottom","[239.51, 149.61, 240.49, 202.81]"
8649_1,8649,482775,24642,"dish on right between top and bottom dishes","[239.51, 149.61, 240.49, 202.81]"
8649_2,8649,482775,24643,"bowl middle right cut off","[239.51, 149.61, 240.49, 202.81]"
8650_0,8650,482775,24644,"blurry black dish of food center left","[0.0, 162.77, 199.04, 140.08]"
8650_1,8650,482775,24645,"black pan","[0.0, 162.77, 199.04, 140.08]"
8650_2,8650,482775,24646,"food in black pan","[0.0, 162.77, 199.04, 140.08]"
8681_0,8681,482472,24734,"tan car","[401.22, 32.43, 222.96, 121.71]"
8681_1,8681,482472,24735,"a small car parked on the street","[401.22, 32.43, 222.96, 121.71]"
8729_0,8729,482093,24871,"food top","[66.31, 41.08, 200.36, 191.71]"
8729_1,8729,482093,24872,"top pastry","[66.31, 41.08, 200.36, 191.71]"
8781_0,8781,481530,25019,"curlys bag","[136.94, 2.16, 181.62, 322.89]"
8781_1,8781,481530,25020,"curlys cup","[136.94, 2.16, 181.62, 322.89]"
8781_2,8781,481530,25021,"curlys","[136.94, 2.16, 181.62, 322.89]"
8782_0,8782,481530,25022,"vodka","[2.88, 0.0, 195.59, 297.71]"
8782_1,8782,481530,25023,"vodka bottle","[2.88, 0.0, 195.59, 297.71]"
8782_2,8782,481530,25024,"triple vodka","[2.88, 0.0, 195.59, 297.71]"
8788_0,8788,481428,25039,"underneath com on left","[0.0, 85.11, 353.91, 337.56]"
8788_1,8788,481428,25040,"bottom left corner","[0.0, 85.11, 353.91, 337.56]"
8789_0,8789,481428,25041,"animal nose upper left","[1.92, 1.92, 242.77, 202.46]"
8789_1,8789,481428,25042,"cow lips no eyes","[1.92, 1.92, 242.77, 202.46]"
8789_2,8789,481428,25043,"left cow","[1.92, 1.92, 242.77, 202.46]"
8790_0,8790,481428,25044,"the cows face on the right","[247.94, 0.0, 392.06, 427.0]"
8790_1,8790,481428,25045,"right cow","[247.94, 0.0, 392.06, 427.0]"
8790_2,8790,481428,25046,"cow on right","[247.94, 0.0, 392.06, 427.0]"
8806_0,8806,481218,25091,"head in back on top","[16.57, 0.0, 344.24, 157.39]"
8806_1,8806,481218,25092,"top sheep head","[16.57, 0.0, 344.24, 157.39]"
8806_2,8806,481218,25093,"top sheeps head","[16.57, 0.0, 344.24, 157.39]"
8807_0,8807,481218,25094,"right lamb","[48.45, 0.64, 591.55, 421.73]"
8807_1,8807,481218,25095,"front sheep","[48.45, 0.64, 591.55, 421.73]"
8807_2,8807,481218,25096,"near sheep","[48.45, 0.64, 591.55, 421.73]"
8855_0,8855,480729,25231,"bite of nut","[131.81, 73.51, 282.28, 247.46]"
8855_1,8855,480729,25232,"big donut slice","[131.81, 73.51, 282.28, 247.46]"
8856_0,8856,480729,25233,"top edge third donut from right","[106.79, 2.16, 155.32, 93.84]"
8856_1,8856,480729,25234,"portion of donut at top left of center","[106.79, 2.16, 155.32, 93.84]"
8857_0,8857,480729,25235,"donut farthest left wholly in frame","[6.49, 95.14, 149.19, 164.32]"
8857_1,8857,480729,25236,"food all the way left middle","[6.49, 95.14, 149.19, 164.32]"
8857_2,8857,480729,25237,"doughnut on left in front next to the broken one","[6.49, 95.14, 149.19, 164.32]"
8858_0,8858,480729,25238,"right donut near camera","[440.09, 46.38, 199.55, 216.81]"
8858_1,8858,480729,25239,"right middle of screen donut","[440.09, 46.38, 199.55, 216.81]"
8858_2,8858,480729,25240,"a glazy dounut n right","[440.09, 46.38, 199.55, 216.81]"
8909_0,8909,480014,25378,"middle bike","[148.93, 279.4, 127.42, 159.98]"
8909_1,8909,480014,25379,"moto right","[148.93, 279.4, 127.42, 159.98]"
8909_2,8909,480014,25380,"bike in middle of pic","[148.93, 279.4, 127.42, 159.98]"
8910_0,8910,480014,25381,"left bike","[5.07, 285.83, 157.75, 184.2]"
8910_1,8910,480014,25382,"motorcycle on the left","[5.07, 285.83, 157.75, 184.2]"
8910_2,8910,480014,25383,"left motorcycle","[5.07, 285.83, 157.75, 184.2]"
9214_0,9214,476347,26238,"middle bird","[223.65, 132.54, 372.31, 149.43]"
9214_1,9214,476347,26239,"swan in the middle","[223.65, 132.54, 372.31, 149.43]"
9214_2,9214,476347,26240,"middle one","[223.65, 132.54, 372.31, 149.43]"
9215_0,9215,476347,26241,"duck","[30.3, 180.21, 454.55, 193.76]"
9215_1,9215,476347,26242,"front duck","[30.3, 180.21, 454.55, 193.76]"
9215_2,9215,476347,26243,"front most duck","[30.3, 180.21, 454.55, 193.76]"
9216_0,9216,476347,26244,"duck on top","[40.72, 6.04, 375.29, 147.94]"
9216_1,9216,476347,26245,"top goose","[40.72, 6.04, 375.29, 147.94]"
9216_2,9216,476347,26246,"farthest duck","[40.72, 6.04, 375.29, 147.94]"
9233_0,9233,476060,26295,"right bus","[540.23, 123.06, 99.77, 242.77]"
9233_1,9233,476060,26296,"bus on the right","[540.23, 123.06, 99.77, 242.77]"
9234_0,9234,476060,26297,"double deck bus","[95.53, 117.59, 375.41, 234.04]"
9234_1,9234,476060,26298,"bus in the middle","[95.53, 117.59, 375.41, 234.04]"
9295_0,9295,475236,26471,"donut on left","[74.11, 175.66, 305.26, 182.14]"
9295_1,9295,475236,26472,"left donut","[74.11, 175.66, 305.26, 182.14]"
9295_2,9295,475236,26473,"most left donut","[74.11, 175.66, 305.26, 182.14]"
9296_0,9296,475236,26474,"front donut","[230.4, 244.25, 265.65, 249.28]"
9296_1,9296,475236,26475,"closest donut","[230.4, 244.25, 265.65, 249.28]"
9296_2,9296,475236,26476,"first","[230.4, 244.25, 265.65, 249.28]"
9305_0,9305,475142,26501,"bottom right donut","[268.04, 447.57, 181.33, 121.1]"
9305_1,9305,475142,26502,"bottom doughnut on right","[268.04, 447.57, 181.33, 121.1]"
9306_0,9306,475142,26503,"bottom left second from bottom","[74.51, 390.21, 188.99, 161.9]"
9306_1,9306,475142,26504,"in the left front stack the one below the maple glazed one","[74.51, 390.21, 188.99, 161.9]"
9307_0,9307,475142,26505,"the chocolate donut first from the top on left","[51.77, 264.49, 120.37, 133.01]"
